<TICKER>;<PER>;<DATE>;<TIME>;LAST;<VOL>
GAZP;0;18.02.2021;10:01:19;228.370000000;650
GAZP;0;18.02.2021;10:01:19;228.450000000;850
GAZP;0;18.02.2021;10:01:20;228.370000000;350
GAZP;0;18.02.2021;10:01:20;228.350000000;150
GAZP;0;18.02.2021;10:01:20;228.470000000;50
GAZP;0;18.02.2021;10:01:21;228.470000000;1000
GAZP;0;18.02.2021;10:01:21;228.470000000;10
GAZP;0;18.02.2021;10:01:21;228.470000000;190
GAZP;0;18.02.2021;10:01:21;228.480000000;100
GAZP;0;18.02.2021;10:01:21;228.480000000;110
GAZP;0;18.02.2021;10:01:21;228.480000000;150
