<TICKER>;<PER>;<DATE>;<TIME>;LAST;<VOL>
GAZP;0;18.02.2021;11:00:02;227.100000000;640
GAZP;0;18.02.2021;11:00:02;227.100000000;10
GAZP;0;18.02.2021;11:00:02;227.020000000;200
GAZP;0;18.02.2021;11:00:03;227.120000000;10
GAZP;0;18.02.2021;11:00:03;227.120000000;90
GAZP;0;18.02.2021;11:00:03;227.120000000;620
GAZP;0;18.02.2021;11:00:04;227.140000000;110
GAZP;0;18.02.2021;11:00:04;227.140000000;610
GAZP;0;18.02.2021;11:00:06;227.080000000;50
GAZP;0;18.02.2021;11:00:06;227.020000000;110
GAZP;0;18.02.2021;11:00:06;227.020000000;520
GAZP;0;18.02.2021;11:00:06;227.010000000;560
GAZP;0;18.02.2021;11:00:06;227.010000000;2770
GAZP;0;18.02.2021;11:00:06;227.010000000;800
GAZP;0;18.02.2021;11:00:06;227.000000000;190
GAZP;0;18.02.2021;11:00:06;227.080000000;3180
GAZP;0;18.02.2021;11:00:06;227.000000000;30
GAZP;0;18.02.2021;11:00:07;227.090000000;150
GAZP;0;18.02.2021;11:00:07;227.010000000;10
GAZP;0;18.02.2021;11:00:08;227.070000000;910
GAZP;0;18.02.2021;11:00:08;227.070000000;10
GAZP;0;18.02.2021;11:00:08;227.090000000;1540
GAZP;0;18.02.2021;11:00:08;227.020000000;520
GAZP;0;18.02.2021;11:00:08;227.010000000;210
GAZP;0;18.02.2021;11:00:08;227.010000000;730
GAZP;0;18.02.2021;11:00:08;227.000000000;1320
GAZP;0;18.02.2021;11:00:08;227.000000000;1000
GAZP;0;18.02.2021;11:00:08;227.000000000;500
GAZP;0;18.02.2021;11:00:08;227.000000000;720
GAZP;0;18.02.2021;11:00:09;227.000000000;280
GAZP;0;18.02.2021;11:00:09;227.000000000;3990
GAZP;0;18.02.2021;11:00:09;227.000000000;730
GAZP;0;18.02.2021;11:00:10;227.110000000;100
GAZP;0;18.02.2021;11:00:12;227.100000000;10
GAZP;0;18.02.2021;11:00:12;227.100000000;120
GAZP;0;18.02.2021;11:00:12;227.100000000;470
GAZP;0;18.02.2021;11:00:14;227.090000000;330
GAZP;0;18.02.2021;11:00:14;227.120000000;20
GAZP;0;18.02.2021;11:00:14;227.130000000;10
GAZP;0;18.02.2021;11:00:14;227.140000000;400
GAZP;0;18.02.2021;11:00:17;227.130000000;10
GAZP;0;18.02.2021;11:00:19;227.130000000;40
GAZP;0;18.02.2021;11:00:19;227.140000000;10
GAZP;0;18.02.2021;11:00:19;227.140000000;540
GAZP;0;18.02.2021;11:00:19;227.140000000;550
GAZP;0;18.02.2021;11:00:22;227.150000000;140
GAZP;0;18.02.2021;11:00:22;227.150000000;210
GAZP;0;18.02.2021;11:00:22;227.150000000;390
GAZP;0;18.02.2021;11:00:22;227.150000000;200
GAZP;0;18.02.2021;11:00:23;227.150000000;10
GAZP;0;18.02.2021;11:00:24;227.180000000;10
GAZP;0;18.02.2021;11:00:25;227.180000000;1000
GAZP;0;18.02.2021;11:00:25;227.180000000;100
GAZP;0;18.02.2021;11:00:25;227.190000000;10
GAZP;0;18.02.2021;11:00:25;227.200000000;50
GAZP;0;18.02.2021;11:00:25;227.200000000;20
GAZP;0;18.02.2021;11:00:25;227.200000000;10
GAZP;0;18.02.2021;11:00:25;227.200000000;100
GAZP;0;18.02.2021;11:00:25;227.200000000;100
GAZP;0;18.02.2021;11:00:25;227.200000000;3900
GAZP;0;18.02.2021;11:00:25;227.200000000;10
GAZP;0;18.02.2021;11:00:25;227.200000000;70
GAZP;0;18.02.2021;11:00:25;227.200000000;430
GAZP;0;18.02.2021;11:00:25;227.200000000;10
GAZP;0;18.02.2021;11:00:25;227.220000000;10
GAZP;0;18.02.2021;11:00:25;227.220000000;290
GAZP;0;18.02.2021;11:00:27;227.170000000;700
GAZP;0;18.02.2021;11:00:27;227.170000000;1300
GAZP;0;18.02.2021;11:00:27;227.200000000;600
GAZP;0;18.02.2021;11:00:27;227.200000000;440
GAZP;0;18.02.2021;11:00:27;227.200000000;2000
GAZP;0;18.02.2021;11:00:27;227.200000000;1100
GAZP;0;18.02.2021;11:00:28;227.200000000;10
GAZP;0;18.02.2021;11:00:28;227.110000000;100
GAZP;0;18.02.2021;11:00:29;227.210000000;40
GAZP;0;18.02.2021;11:00:31;227.150000000;10
GAZP;0;18.02.2021;11:00:31;227.150000000;40
GAZP;0;18.02.2021;11:00:33;227.120000000;3080
GAZP;0;18.02.2021;11:00:33;227.110000000;1920
GAZP;0;18.02.2021;11:00:33;227.120000000;10
GAZP;0;18.02.2021;11:00:34;227.120000000;3170
GAZP;0;18.02.2021;11:00:34;227.110000000;1160
GAZP;0;18.02.2021;11:00:34;227.110000000;670
GAZP;0;18.02.2021;11:00:34;227.130000000;600
GAZP;0;18.02.2021;11:00:34;227.150000000;410
GAZP;0;18.02.2021;11:00:34;227.130000000;600
GAZP;0;18.02.2021;11:00:34;227.200000000;680
GAZP;0;18.02.2021;11:00:36;227.150000000;150
GAZP;0;18.02.2021;11:00:36;227.120000000;3820
GAZP;0;18.02.2021;11:00:36;227.110000000;710
GAZP;0;18.02.2021;11:00:36;227.110000000;320
GAZP;0;18.02.2021;11:00:36;227.200000000;4320
GAZP;0;18.02.2021;11:00:39;227.210000000;10
GAZP;0;18.02.2021;11:00:39;227.210000000;20
GAZP;0;18.02.2021;11:00:39;227.150000000;100
GAZP;0;18.02.2021;11:00:42;227.210000000;970
GAZP;0;18.02.2021;11:00:42;227.150000000;40
GAZP;0;18.02.2021;11:00:43;227.210000000;50
GAZP;0;18.02.2021;11:00:43;227.220000000;1100
GAZP;0;18.02.2021;11:00:44;227.150000000;3360
GAZP;0;18.02.2021;11:00:44;227.140000000;1000
GAZP;0;18.02.2021;11:00:44;227.140000000;640
GAZP;0;18.02.2021;11:00:44;227.230000000;10
GAZP;0;18.02.2021;11:00:46;227.140000000;3680
GAZP;0;18.02.2021;11:00:46;227.140000000;20
GAZP;0;18.02.2021;11:00:46;227.140000000;1300
GAZP;0;18.02.2021;11:00:46;227.210000000;30
GAZP;0;18.02.2021;11:00:47;227.200000000;100
GAZP;0;18.02.2021;11:00:47;227.200000000;100
GAZP;0;18.02.2021;11:00:47;227.200000000;200
GAZP;0;18.02.2021;11:00:47;227.140000000;5000
GAZP;0;18.02.2021;11:00:48;227.160000000;100
GAZP;0;18.02.2021;11:00:48;227.160000000;10
GAZP;0;18.02.2021;11:00:49;227.140000000;4840
GAZP;0;18.02.2021;11:00:49;227.140000000;160
GAZP;0;18.02.2021;11:00:49;227.130000000;10
GAZP;0;18.02.2021;11:00:50;227.190000000;90
GAZP;0;18.02.2021;11:00:50;227.190000000;800
GAZP;0;18.02.2021;11:00:50;227.210000000;110
GAZP;0;18.02.2021;11:00:50;227.200000000;100
GAZP;0;18.02.2021;11:00:50;227.210000000;1360
GAZP;0;18.02.2021;11:00:50;227.210000000;800
GAZP;0;18.02.2021;11:00:50;227.210000000;200
GAZP;0;18.02.2021;11:00:50;227.150000000;100
GAZP;0;18.02.2021;11:00:51;227.140000000;5000
GAZP;0;18.02.2021;11:00:51;227.130000000;10
GAZP;0;18.02.2021;11:00:52;227.200000000;5000
GAZP;0;18.02.2021;11:00:52;227.200000000;20
GAZP;0;18.02.2021;11:00:52;227.140000000;470
GAZP;0;18.02.2021;11:00:52;227.140000000;4530
GAZP;0;18.02.2021;11:00:57;227.200000000;10
GAZP;0;18.02.2021;11:00:57;227.200000000;30
GAZP;0;18.02.2021;11:00:57;227.200000000;30
GAZP;0;18.02.2021;11:00:57;227.240000000;430
GAZP;0;18.02.2021;11:00:57;227.240000000;100
GAZP;0;18.02.2021;11:00:57;227.250000000;20
GAZP;0;18.02.2021;11:00:57;227.250000000;400
GAZP;0;18.02.2021;11:00:57;227.250000000;800
GAZP;0;18.02.2021;11:00:58;227.250000000;300
GAZP;0;18.02.2021;11:00:58;227.260000000;1000
GAZP;0;18.02.2021;11:00:58;227.260000000;10
GAZP;0;18.02.2021;11:00:58;227.260000000;890
GAZP;0;18.02.2021;11:00:58;227.260000000;20
GAZP;0;18.02.2021;11:00:58;227.260000000;180
GAZP;0;18.02.2021;11:00:58;227.270000000;2490
GAZP;0;18.02.2021;11:00:58;227.270000000;800
GAZP;0;18.02.2021;11:00:58;227.270000000;1500
GAZP;0;18.02.2021;11:00:58;227.280000000;2380
GAZP;0;18.02.2021;11:00:58;227.270000000;40
GAZP;0;18.02.2021;11:01:00;227.290000000;10
GAZP;0;18.02.2021;11:01:00;227.290000000;40
GAZP;0;18.02.2021;11:01:00;227.290000000;20
GAZP;0;18.02.2021;11:01:00;227.290000000;1500
GAZP;0;18.02.2021;11:01:00;227.290000000;300
GAZP;0;18.02.2021;11:01:00;227.290000000;2000
GAZP;0;18.02.2021;11:01:00;227.290000000;2940
GAZP;0;18.02.2021;11:01:00;227.290000000;70
GAZP;0;18.02.2021;11:01:01;227.290000000;990
GAZP;0;18.02.2021;11:01:01;227.290000000;200
GAZP;0;18.02.2021;11:01:01;227.290000000;1090
GAZP;0;18.02.2021;11:01:01;227.300000000;20
GAZP;0;18.02.2021;11:01:01;227.300000000;500
GAZP;0;18.02.2021;11:01:01;227.300000000;10
GAZP;0;18.02.2021;11:01:01;227.300000000;250
GAZP;0;18.02.2021;11:01:01;227.300000000;2720
GAZP;0;18.02.2021;11:01:01;227.300000000;9280
GAZP;0;18.02.2021;11:01:01;227.300000000;2200
GAZP;0;18.02.2021;11:01:01;227.300000000;250
GAZP;0;18.02.2021;11:01:01;227.300000000;100
GAZP;0;18.02.2021;11:01:01;227.300000000;80
GAZP;0;18.02.2021;11:01:01;227.310000000;11750
GAZP;0;18.02.2021;11:01:01;227.330000000;10
GAZP;0;18.02.2021;11:01:01;227.350000000;20
GAZP;0;18.02.2021;11:01:01;227.350000000;1980
GAZP;0;18.02.2021;11:01:01;227.350000000;3020
GAZP;0;18.02.2021;11:01:01;227.350000000;530
GAZP;0;18.02.2021;11:01:01;227.360000000;500
GAZP;0;18.02.2021;11:01:01;227.350000000;70
GAZP;0;18.02.2021;11:01:01;227.370000000;10
GAZP;0;18.02.2021;11:01:01;227.370000000;10
GAZP;0;18.02.2021;11:01:01;227.370000000;10
GAZP;0;18.02.2021;11:01:01;227.370000000;470
GAZP;0;18.02.2021;11:01:01;227.370000000;30
GAZP;0;18.02.2021;11:01:01;227.380000000;440
GAZP;0;18.02.2021;11:01:01;227.390000000;10
GAZP;0;18.02.2021;11:01:01;227.400000000;10
GAZP;0;18.02.2021;11:01:01;227.400000000;20
GAZP;0;18.02.2021;11:01:01;227.400000000;10
GAZP;0;18.02.2021;11:01:01;227.400000000;440
GAZP;0;18.02.2021;11:01:01;227.390000000;650
GAZP;0;18.02.2021;11:01:02;227.420000000;300
GAZP;0;18.02.2021;11:01:02;227.310000000;1250
GAZP;0;18.02.2021;11:01:02;227.310000000;540
GAZP;0;18.02.2021;11:01:02;227.310000000;710
GAZP;0;18.02.2021;11:01:02;227.400000000;200
GAZP;0;18.02.2021;11:01:02;227.330000000;10
GAZP;0;18.02.2021;11:01:03;227.340000000;10
GAZP;0;18.02.2021;11:01:03;227.430000000;1000
GAZP;0;18.02.2021;11:01:03;227.430000000;10
GAZP;0;18.02.2021;11:01:05;227.450000000;20
GAZP;0;18.02.2021;11:01:05;227.450000000;100
GAZP;0;18.02.2021;11:01:05;227.450000000;210
GAZP;0;18.02.2021;11:01:05;227.450000000;60
GAZP;0;18.02.2021;11:01:05;227.450000000;910
GAZP;0;18.02.2021;11:01:07;227.400000000;50
GAZP;0;18.02.2021;11:01:07;227.400000000;50
GAZP;0;18.02.2021;11:01:07;227.470000000;20
GAZP;0;18.02.2021;11:01:07;227.470000000;10
GAZP;0;18.02.2021;11:01:07;227.470000000;10
GAZP;0;18.02.2021;11:01:07;227.470000000;50
GAZP;0;18.02.2021;11:01:07;227.470000000;200
GAZP;0;18.02.2021;11:01:08;227.410000000;10
GAZP;0;18.02.2021;11:01:09;227.410000000;10
GAZP;0;18.02.2021;11:01:09;227.460000000;100
GAZP;0;18.02.2021;11:01:09;227.470000000;10
GAZP;0;18.02.2021;11:01:10;227.480000000;20
GAZP;0;18.02.2021;11:01:10;227.480000000;20
GAZP;0;18.02.2021;11:01:10;227.480000000;280
GAZP;0;18.02.2021;11:01:10;227.480000000;820
GAZP;0;18.02.2021;11:01:10;227.480000000;400
GAZP;0;18.02.2021;11:01:10;227.420000000;2500
GAZP;0;18.02.2021;11:01:10;227.490000000;500
GAZP;0;18.02.2021;11:01:11;227.490000000;10
GAZP;0;18.02.2021;11:01:11;227.490000000;750
GAZP;0;18.02.2021;11:01:12;227.490000000;330
GAZP;0;18.02.2021;11:01:12;227.490000000;7500
GAZP;0;18.02.2021;11:01:12;227.490000000;200
GAZP;0;18.02.2021;11:01:12;227.490000000;200
GAZP;0;18.02.2021;11:01:12;227.490000000;160
GAZP;0;18.02.2021;11:01:12;227.490000000;3770
GAZP;0;18.02.2021;11:01:12;227.490000000;6230
GAZP;0;18.02.2021;11:01:12;227.490000000;300
GAZP;0;18.02.2021;11:01:12;227.490000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;100
GAZP;0;18.02.2021;11:01:14;227.500000000;20
GAZP;0;18.02.2021;11:01:14;227.500000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;510
GAZP;0;18.02.2021;11:01:14;227.500000000;190
GAZP;0;18.02.2021;11:01:14;227.500000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;20
GAZP;0;18.02.2021;11:01:14;227.500000000;2500
GAZP;0;18.02.2021;11:01:14;227.500000000;120
GAZP;0;18.02.2021;11:01:14;227.500000000;100
GAZP;0;18.02.2021;11:01:14;227.500000000;60
GAZP;0;18.02.2021;11:01:14;227.500000000;200
GAZP;0;18.02.2021;11:01:14;227.500000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;9200
GAZP;0;18.02.2021;11:01:14;227.500000000;500
GAZP;0;18.02.2021;11:01:14;227.500000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;90
GAZP;0;18.02.2021;11:01:14;227.500000000;4530
GAZP;0;18.02.2021;11:01:14;227.500000000;10
GAZP;0;18.02.2021;11:01:14;227.500000000;80
GAZP;0;18.02.2021;11:01:14;227.500000000;120
GAZP;0;18.02.2021;11:01:14;227.500000000;20
GAZP;0;18.02.2021;11:01:14;227.500000000;1500
GAZP;0;18.02.2021;11:01:14;227.500000000;70
GAZP;0;18.02.2021;11:01:14;227.500000000;200
GAZP;0;18.02.2021;11:01:14;227.500000000;5000
GAZP;0;18.02.2021;11:01:14;227.500000000;100
GAZP;0;18.02.2021;11:01:14;227.500000000;2000
GAZP;0;18.02.2021;11:01:14;227.510000000;100
GAZP;0;18.02.2021;11:01:15;227.500000000;100
GAZP;0;18.02.2021;11:01:15;227.490000000;30
GAZP;0;18.02.2021;11:01:15;227.480000000;10
GAZP;0;18.02.2021;11:01:15;227.470000000;10
GAZP;0;18.02.2021;11:01:15;227.470000000;10
GAZP;0;18.02.2021;11:01:15;227.430000000;10
GAZP;0;18.02.2021;11:01:15;227.490000000;1900
GAZP;0;18.02.2021;11:01:16;227.520000000;5000
GAZP;0;18.02.2021;11:01:16;227.520000000;1390
GAZP;0;18.02.2021;11:01:16;227.520000000;100
GAZP;0;18.02.2021;11:01:16;227.500000000;200
GAZP;0;18.02.2021;11:01:16;227.500000000;100
GAZP;0;18.02.2021;11:01:16;227.500000000;20
GAZP;0;18.02.2021;11:01:16;227.540000000;5000
GAZP;0;18.02.2021;11:01:17;227.550000000;30
GAZP;0;18.02.2021;11:01:17;227.540000000;500
GAZP;0;18.02.2021;11:01:17;227.550000000;1470
GAZP;0;18.02.2021;11:01:17;227.550000000;20
GAZP;0;18.02.2021;11:01:17;227.550000000;10
GAZP;0;18.02.2021;11:01:17;227.550000000;500
GAZP;0;18.02.2021;11:01:17;227.550000000;200
GAZP;0;18.02.2021;11:01:17;227.560000000;5000
GAZP;0;18.02.2021;11:01:17;227.570000000;50
GAZP;0;18.02.2021;11:01:17;227.570000000;800
GAZP;0;18.02.2021;11:01:17;227.570000000;1450
GAZP;0;18.02.2021;11:01:17;227.580000000;2500
GAZP;0;18.02.2021;11:01:17;227.580000000;1010
GAZP;0;18.02.2021;11:01:17;227.580000000;300
GAZP;0;18.02.2021;11:01:17;227.580000000;1190
GAZP;0;18.02.2021;11:01:17;227.580000000;10
GAZP;0;18.02.2021;11:01:17;227.580000000;1000
GAZP;0;18.02.2021;11:01:17;227.590000000;10
GAZP;0;18.02.2021;11:01:17;227.590000000;200
GAZP;0;18.02.2021;11:01:17;227.600000000;250
GAZP;0;18.02.2021;11:01:17;227.600000000;10
GAZP;0;18.02.2021;11:01:17;227.600000000;10
GAZP;0;18.02.2021;11:01:17;227.600000000;160
GAZP;0;18.02.2021;11:01:17;227.600000000;140
GAZP;0;18.02.2021;11:01:17;227.600000000;10
GAZP;0;18.02.2021;11:01:17;227.600000000;4850
GAZP;0;18.02.2021;11:01:17;227.600000000;20
GAZP;0;18.02.2021;11:01:17;227.600000000;10
GAZP;0;18.02.2021;11:01:17;227.600000000;400
GAZP;0;18.02.2021;11:01:17;227.600000000;10
GAZP;0;18.02.2021;11:01:17;227.600000000;100
GAZP;0;18.02.2021;11:01:18;227.610000000;10
GAZP;0;18.02.2021;11:01:18;227.600000000;900
GAZP;0;18.02.2021;11:01:18;227.600000000;100
GAZP;0;18.02.2021;11:01:20;227.600000000;2000
GAZP;0;18.02.2021;11:01:20;227.600000000;290
GAZP;0;18.02.2021;11:01:20;227.600000000;200
GAZP;0;18.02.2021;11:01:20;227.540000000;760
GAZP;0;18.02.2021;11:01:20;227.530000000;4240
GAZP;0;18.02.2021;11:01:20;227.530000000;1750
GAZP;0;18.02.2021;11:01:21;227.530000000;10
GAZP;0;18.02.2021;11:01:22;227.580000000;100
GAZP;0;18.02.2021;11:01:22;227.590000000;200
GAZP;0;18.02.2021;11:01:22;227.610000000;340
GAZP;0;18.02.2021;11:01:23;227.540000000;670
GAZP;0;18.02.2021;11:01:23;227.540000000;100
GAZP;0;18.02.2021;11:01:23;227.530000000;360
GAZP;0;18.02.2021;11:01:23;227.530000000;10
GAZP;0;18.02.2021;11:01:23;227.510000000;140
GAZP;0;18.02.2021;11:01:23;227.570000000;200
GAZP;0;18.02.2021;11:01:23;227.580000000;520
GAZP;0;18.02.2021;11:01:23;227.580000000;1500
GAZP;0;18.02.2021;11:01:23;227.580000000;100
GAZP;0;18.02.2021;11:01:23;227.590000000;500
GAZP;0;18.02.2021;11:01:23;227.590000000;520
GAZP;0;18.02.2021;11:01:23;227.590000000;500
GAZP;0;18.02.2021;11:01:23;227.590000000;300
GAZP;0;18.02.2021;11:01:23;227.610000000;680
GAZP;0;18.02.2021;11:01:23;227.620000000;5000
GAZP;0;18.02.2021;11:01:23;227.620000000;180
GAZP;0;18.02.2021;11:01:23;227.580000000;200
GAZP;0;18.02.2021;11:01:23;227.590000000;520
GAZP;0;18.02.2021;11:01:23;227.590000000;200
GAZP;0;18.02.2021;11:01:23;227.580000000;40
GAZP;0;18.02.2021;11:01:25;227.610000000;50
GAZP;0;18.02.2021;11:01:26;227.530000000;10
GAZP;0;18.02.2021;11:01:26;227.530000000;10
GAZP;0;18.02.2021;11:01:26;227.500000000;10
GAZP;0;18.02.2021;11:01:26;227.530000000;110
GAZP;0;18.02.2021;11:01:26;227.500000000;200
GAZP;0;18.02.2021;11:01:26;227.550000000;70
GAZP;0;18.02.2021;11:01:26;227.550000000;200
GAZP;0;18.02.2021;11:01:26;227.560000000;100
GAZP;0;18.02.2021;11:01:26;227.570000000;130
GAZP;0;18.02.2021;11:01:27;227.570000000;700
GAZP;0;18.02.2021;11:01:27;227.570000000;140
GAZP;0;18.02.2021;11:01:27;227.530000000;100
GAZP;0;18.02.2021;11:01:28;227.530000000;200
GAZP;0;18.02.2021;11:01:28;227.540000000;100
GAZP;0;18.02.2021;11:01:28;227.610000000;750
GAZP;0;18.02.2021;11:01:28;227.610000000;750
GAZP;0;18.02.2021;11:01:28;227.610000000;5430
GAZP;0;18.02.2021;11:01:28;227.610000000;3030
GAZP;0;18.02.2021;11:01:29;227.560000000;930
GAZP;0;18.02.2021;11:01:29;227.550000000;3330
GAZP;0;18.02.2021;11:01:29;227.540000000;5310
GAZP;0;18.02.2021;11:01:29;227.530000000;350
GAZP;0;18.02.2021;11:01:29;227.540000000;430
GAZP;0;18.02.2021;11:01:29;227.580000000;100
GAZP;0;18.02.2021;11:01:29;227.590000000;20
GAZP;0;18.02.2021;11:01:29;227.600000000;650
GAZP;0;18.02.2021;11:01:29;227.530000000;120
GAZP;0;18.02.2021;11:01:29;227.530000000;200
GAZP;0;18.02.2021;11:01:30;227.590000000;10
GAZP;0;18.02.2021;11:01:30;227.530000000;1220
GAZP;0;18.02.2021;11:01:30;227.530000000;780
GAZP;0;18.02.2021;11:01:31;227.530000000;100
GAZP;0;18.02.2021;11:01:32;227.580000000;300
GAZP;0;18.02.2021;11:01:32;227.590000000;390
GAZP;0;18.02.2021;11:01:32;227.610000000;380
GAZP;0;18.02.2021;11:01:33;227.530000000;480
GAZP;0;18.02.2021;11:01:33;227.530000000;520
GAZP;0;18.02.2021;11:01:33;227.610000000;420
GAZP;0;18.02.2021;11:01:34;227.610000000;2000
GAZP;0;18.02.2021;11:01:34;227.600000000;100
GAZP;0;18.02.2021;11:01:34;227.610000000;400
GAZP;0;18.02.2021;11:01:34;227.610000000;10
GAZP;0;18.02.2021;11:01:35;227.610000000;1000
GAZP;0;18.02.2021;11:01:36;227.540000000;10
GAZP;0;18.02.2021;11:01:37;227.590000000;50
GAZP;0;18.02.2021;11:01:38;227.610000000;1330
GAZP;0;18.02.2021;11:01:38;227.610000000;200
GAZP;0;18.02.2021;11:01:39;227.620000000;10
GAZP;0;18.02.2021;11:01:40;227.620000000;10
GAZP;0;18.02.2021;11:01:40;227.620000000;800
GAZP;0;18.02.2021;11:01:40;227.620000000;200
GAZP;0;18.02.2021;11:01:41;227.620000000;500
GAZP;0;18.02.2021;11:01:42;227.620000000;9300
GAZP;0;18.02.2021;11:01:42;227.630000000;1970
GAZP;0;18.02.2021;11:01:42;227.640000000;1180
GAZP;0;18.02.2021;11:01:42;227.640000000;3820
GAZP;0;18.02.2021;11:01:42;227.600000000;180
GAZP;0;18.02.2021;11:01:42;227.650000000;10
GAZP;0;18.02.2021;11:01:42;227.650000000;20
GAZP;0;18.02.2021;11:01:42;227.650000000;4000
GAZP;0;18.02.2021;11:01:42;227.650000000;10
GAZP;0;18.02.2021;11:01:42;227.650000000;40
GAZP;0;18.02.2021;11:01:42;227.650000000;300
GAZP;0;18.02.2021;11:01:42;227.650000000;30
GAZP;0;18.02.2021;11:01:42;227.650000000;250
GAZP;0;18.02.2021;11:01:43;227.660000000;5000
GAZP;0;18.02.2021;11:01:43;227.660000000;250
GAZP;0;18.02.2021;11:01:43;227.670000000;10
GAZP;0;18.02.2021;11:01:43;227.670000000;300
GAZP;0;18.02.2021;11:01:43;227.670000000;50
GAZP;0;18.02.2021;11:01:43;227.680000000;500
GAZP;0;18.02.2021;11:01:43;227.680000000;10
GAZP;0;18.02.2021;11:01:43;227.680000000;2440
GAZP;0;18.02.2021;11:01:43;227.680000000;2560
GAZP;0;18.02.2021;11:01:43;227.680000000;10
GAZP;0;18.02.2021;11:01:43;227.690000000;340
GAZP;0;18.02.2021;11:01:43;227.690000000;660
GAZP;0;18.02.2021;11:01:43;227.650000000;20
GAZP;0;18.02.2021;11:01:43;227.700000000;300
GAZP;0;18.02.2021;11:01:43;227.700000000;800
GAZP;0;18.02.2021;11:01:43;227.700000000;10
GAZP;0;18.02.2021;11:01:43;227.700000000;20
GAZP;0;18.02.2021;11:01:43;227.700000000;70
GAZP;0;18.02.2021;11:01:43;227.700000000;30
GAZP;0;18.02.2021;11:01:43;227.700000000;5000
GAZP;0;18.02.2021;11:01:43;227.700000000;100
GAZP;0;18.02.2021;11:01:43;227.700000000;10
GAZP;0;18.02.2021;11:01:43;227.700000000;1280
GAZP;0;18.02.2021;11:01:43;227.700000000;1720
GAZP;0;18.02.2021;11:01:43;227.700000000;1000
GAZP;0;18.02.2021;11:01:43;227.720000000;300
GAZP;0;18.02.2021;11:01:43;227.720000000;1400
GAZP;0;18.02.2021;11:01:43;227.720000000;270
GAZP;0;18.02.2021;11:01:44;227.730000000;20
GAZP;0;18.02.2021;11:01:44;227.740000000;250
GAZP;0;18.02.2021;11:01:44;227.750000000;500
GAZP;0;18.02.2021;11:01:44;227.750000000;450
GAZP;0;18.02.2021;11:01:44;227.690000000;10
GAZP;0;18.02.2021;11:01:44;227.690000000;50
GAZP;0;18.02.2021;11:01:44;227.750000000;50
GAZP;0;18.02.2021;11:01:44;227.750000000;30
GAZP;0;18.02.2021;11:01:44;227.750000000;10
GAZP;0;18.02.2021;11:01:44;227.750000000;10
GAZP;0;18.02.2021;11:01:44;227.750000000;10
GAZP;0;18.02.2021;11:01:44;227.750000000;1500
GAZP;0;18.02.2021;11:01:44;227.750000000;250
GAZP;0;18.02.2021;11:01:44;227.750000000;500
GAZP;0;18.02.2021;11:01:44;227.750000000;100
GAZP;0;18.02.2021;11:01:45;227.760000000;20
GAZP;0;18.02.2021;11:01:45;227.760000000;10
GAZP;0;18.02.2021;11:01:46;227.700000000;10
GAZP;0;18.02.2021;11:01:47;227.720000000;10
GAZP;0;18.02.2021;11:01:47;227.730000000;90
GAZP;0;18.02.2021;11:01:47;227.700000000;2700
GAZP;0;18.02.2021;11:01:47;227.700000000;790
GAZP;0;18.02.2021;11:01:47;227.700000000;10
GAZP;0;18.02.2021;11:01:47;227.700000000;110
GAZP;0;18.02.2021;11:01:48;227.710000000;770
GAZP;0;18.02.2021;11:01:48;227.700000000;4650
GAZP;0;18.02.2021;11:01:48;227.700000000;3280
GAZP;0;18.02.2021;11:01:48;227.700000000;2370
GAZP;0;18.02.2021;11:01:48;227.690000000;400
GAZP;0;18.02.2021;11:01:48;227.690000000;260
GAZP;0;18.02.2021;11:01:48;227.690000000;350
GAZP;0;18.02.2021;11:01:48;227.690000000;1590
GAZP;0;18.02.2021;11:01:48;227.690000000;640
GAZP;0;18.02.2021;11:01:48;227.690000000;220
GAZP;0;18.02.2021;11:01:48;227.660000000;100
GAZP;0;18.02.2021;11:01:48;227.660000000;100
GAZP;0;18.02.2021;11:01:48;227.660000000;500
GAZP;0;18.02.2021;11:01:48;227.660000000;1390
GAZP;0;18.02.2021;11:01:48;227.660000000;1420
GAZP;0;18.02.2021;11:01:49;227.650000000;50
GAZP;0;18.02.2021;11:01:49;227.690000000;100
GAZP;0;18.02.2021;11:01:49;227.700000000;100
GAZP;0;18.02.2021;11:01:49;227.720000000;10
GAZP;0;18.02.2021;11:01:49;227.730000000;600
GAZP;0;18.02.2021;11:01:49;227.710000000;10
GAZP;0;18.02.2021;11:01:50;227.650000000;2620
GAZP;0;18.02.2021;11:01:50;227.650000000;3120
GAZP;0;18.02.2021;11:01:50;227.650000000;3550
GAZP;0;18.02.2021;11:01:50;227.650000000;6680
GAZP;0;18.02.2021;11:01:50;227.640000000;480
GAZP;0;18.02.2021;11:01:50;227.640000000;12880
GAZP;0;18.02.2021;11:01:50;227.630000000;480
GAZP;0;18.02.2021;11:01:50;227.630000000;560
GAZP;0;18.02.2021;11:01:50;227.620000000;480
GAZP;0;18.02.2021;11:01:50;227.620000000;180
GAZP;0;18.02.2021;11:01:50;227.610000000;480
GAZP;0;18.02.2021;11:01:50;227.600000000;300
GAZP;0;18.02.2021;11:01:50;227.580000000;100
GAZP;0;18.02.2021;11:01:50;227.580000000;2000
GAZP;0;18.02.2021;11:01:50;227.570000000;790
